epoch,iou_score,loss,val_iou_score,val_loss
55,0.4398669898509979,0.12420297414064407,0.22665365040302277,0.2104489505290985
56,0.4457349181175232,0.12335094809532166,0.24748094379901886,0.2476242333650589
57,0.4350129961967468,0.12261179089546204,0.2656763792037964,0.20976978540420532
58,0.4356335997581482,0.1255023330450058,0.24026423692703247,0.22810006141662598
59,0.45235493779182434,0.12204157561063766,0.25926387310028076,0.21503442525863647
60,0.46313226222991943,0.11870113015174866,0.23712420463562012,0.21240273118019104
61,0.3736233711242676,0.16185730695724487,0.23709295690059662,0.21798263490200043
62,0.42979732155799866,0.13284295797348022,0.24218690395355225,0.21253404021263123
63,0.462740421295166,0.12210135906934738,0.24848732352256775,0.2221485823392868
64,0.4657624065876007,0.11381074786186218,0.24774131178855896,0.21453401446342468
65,0.4839438498020172,0.11466239392757416,0.24609993398189545,0.21943670511245728
66,0.48936671018600464,0.11222449690103531,0.24910280108451843,0.2023109495639801
67,0.48578372597694397,0.11198385804891586,0.24499359726905823,0.22396591305732727
68,0.4866895079612732,0.10708964616060257,0.253963828086853,0.228211909532547
69,0.4899459481239319,0.1102227121591568,0.261208713054657,0.22134214639663696
70,0.492544949054718,0.10867207497358322,0.24084171652793884,0.214548721909523
71,0.5041881799697876,0.10841815918684006,0.23820991814136505,0.22055761516094208
72,0.49559956789016724,0.10865316540002823,0.2618577182292938,0.22535058856010437
73,0.5001150369644165,0.10640008747577667,0.2453482449054718,0.205491304397583
74,0.5103477835655212,0.10271075367927551,0.26506978273391724,0.22637958824634552
75,0.5197557210922241,0.10206059366464615,0.2549586296081543,0.23617583513259888
76,0.5130980014801025,0.1046745702624321,0.2331313043832779,0.22755517065525055
77,0.4985406994819641,0.11030451208353043,0.26975297927856445,0.2176758050918579
78,0.5118364691734314,0.10284122079610825,0.26119115948677063,0.23638089001178741
79,0.526495635509491,0.09741483628749847,0.23618179559707642,0.20518086850643158
80,0.5287293791770935,0.10035092383623123,0.2588655650615692,0.23519617319107056
81,0.5287573337554932,0.0976022481918335,0.23451955616474152,0.24779590964317322
82,0.5284897685050964,0.09800867736339569,0.2464984655380249,0.2389812022447586
83,0.5341970920562744,0.09692694246768951,0.2587136924266815,0.2109513133764267
84,0.5336586236953735,0.09567841142416,0.25227224826812744,0.23375168442726135
85,0.5391538739204407,0.09766518324613571,0.2566884160041809,0.23218420147895813
86,0.54522305727005,0.09405630081892014,0.24726195633411407,0.29157590866088867
87,0.5288109183311462,0.09841133654117584,0.24204197525978088,0.2419591248035431
88,0.5250533223152161,0.09864549338817596,0.25781694054603577,0.22591838240623474
89,0.5234291553497314,0.10594086349010468,0.26936739683151245,0.2099335789680481
90,0.5518068671226501,0.09677284955978394,0.24515151977539062,0.23191498219966888
91,0.5500323176383972,0.0930413007736206,0.2313765585422516,0.2307147979736328
92,0.5546510219573975,0.09102701395750046,0.24416477978229523,0.22451713681221008
93,0.5621068477630615,0.08804469555616379,0.2525884509086609,0.229237899184227
94,0.5513988137245178,0.0911724641919136,0.24788561463356018,0.23955491185188293
95,0.5484497547149658,0.09621773660182953,0.24170437455177307,0.22392871975898743
96,0.5556431412696838,0.08724083006381989,0.25337061285972595,0.23036043345928192
97,0.5719413161277771,0.0841517224907875,0.26816418766975403,0.21677850186824799
98,0.5821660757064819,0.08507901430130005,0.26842209696769714,0.2500949501991272
99,0.585124135017395,0.08082994818687439,0.2570934593677521,0.23346342146396637
100,0.5899966359138489,0.08154122531414032,0.27367258071899414,0.21893231570720673
101,0.5915690064430237,0.0809517577290535,0.27202698588371277,0.22555682063102722
102,0.5761473178863525,0.08803381770849228,0.29861924052238464,0.23798656463623047
103,0.4415718615055084,0.15186040103435516,0.26752176880836487,0.48143669962882996
104,0.5289381146430969,0.10108470171689987,0.2448112517595291,0.21953311562538147
105,0.5774397850036621,0.08802151679992676,0.24890534579753876,0.22046074271202087
106,0.5849928259849548,0.08178874850273132,0.2681058347225189,0.22881624102592468
107,0.5975170731544495,0.0791051834821701,0.2563229203224182,0.21557320654392242
108,0.5977016091346741,0.08031570911407471,0.29163655638694763,0.22867950797080994
109,0.5830187797546387,0.0807829201221466,0.28085315227508545,0.23215314745903015
110,0.5984281897544861,0.0764080137014389,0.28616592288017273,0.22373557090759277
111,0.5954799056053162,0.07782198488712311,0.25571388006210327,0.23634065687656403
112,0.58851158618927,0.07918479293584824,0.27895277738571167,0.23982329666614532
113,0.6000202894210815,0.07784467190504074,0.2882274389266968,0.2251216620206833
114,0.6099104285240173,0.07801461219787598,0.2975237965583801,0.21183808147907257
115,0.614974319934845,0.07351970672607422,0.2751511037349701,0.2246258556842804
116,0.6100099682807922,0.0719171091914177,0.2715308964252472,0.25351521372795105
117,0.6097564101219177,0.07716095447540283,0.263275682926178,0.2529042661190033
118,0.5992035865783691,0.07882274687290192,0.29726526141166687,0.2372264415025711
119,0.6095491051673889,0.07662872225046158,0.3015982210636139,0.22736939787864685
120,0.6116489171981812,0.07585550844669342,0.29076769948005676,0.19374622404575348
121,0.6242406368255615,0.07711482793092728,0.28964677453041077,0.2412453144788742
122,0.6217939853668213,0.07550574094057083,0.28945809602737427,0.2246769517660141
123,0.6265648007392883,0.07534337788820267,0.28163430094718933,0.24002651870250702
124,0.6180815100669861,0.07462283968925476,0.29192841053009033,0.2197241485118866
125,0.6029332280158997,0.0790785551071167,0.31303671002388,0.22635947167873383
